,Title,Company,City,Experience,working_mode,Publish,status,Category
162,Online Part Time /Data Entry Operator/ Freshers can a ...,Spark Recruit Services,"Bangalore,Chennai, Idukki, Thoothukudi, Kozhikode, Hyderabad, Other Kerala, Mumbai City, Belgaum, Thiruvananthapuram",0 to 1 Yr,Remote77 ,0 days ago,Hot,Fresher
163,MS/EXP4-XC Principal Data Engineer,Bosch Group,Bangalore,5 to 10 Yrs,Be an Early ApplicantRegular,1 week ago,,Fresher
164,Product Based Company_Work from Office,Quess IT Staffing,Bangalore,3 to 8 Yrs,Be an Early ApplicantRegular,2 months ago,,Experienced
165,Apply for-Lead Consultant - Implementation Conversion T ...,Fidelity National Information Servi...,Pune,3 to 5 Yrs,Regular,1 day ago,Premium,Experienced
166,Data entry vacancy available,V-Tech Data Outsourcing,"Christmas Island,Denmark, Australia, Colombia, Cambodia, Bahamas, Cape Verde, Bahrain, Bangalore, Chennai, Hyderabad, Kolkata, Amritsar, Thane, Udaipur, Pune, Mumbai City, Delhi, Egypt",0 to 2 Yrs,Remote99 ,3 days ago,Hot,Fresher
167,Data Scientist and ML Engineer,Techno8ive Inn Pvt Ltd,Noida,3 to 5 Yrs,Be an Early ApplicantRegular,1 day ago,Hot,Experienced
168,SAP Data Architect,VEGA Intellisoft Private Limited,Bangalore,10 to 20 Yrs,Be an Early ApplicantRegular,7 days ago,,Fresher
169,Python Developer / Engineer,JPMorgan,Hyderabad,6 to 13 Yrs,Be an Early ApplicantRegular,1 week ago,,Experienced
170,Data Entry Operator,Ranajit Maity ,Kolkata,0 Yrs,Regular15 ,2 weeks ago,,Fresher
171,"Reference Data Analyst, Team Lead - Wealth Management O ...",JPMorgan,Hyderabad,4 to 7 Yrs,Regular,7 days ago,,Experienced
172,Online & Offline Data Entry I Work From Home I Data Ent ...,Trevor ,"Gandhinagar,Jamnagar, Raipur, Jodhpur, Surat, Nagpur, Bhopal, Agra, Panaji, Ahmedabad",0 to 4 Yrs,Remote20 ,0 days ago,Hot,Fresher
173,Data Analyst Required In Singapore,Cloud Visa Immigration LLP,Singapore,2 to 7 Yrs,Regular30 ,7 days ago,,Experienced
174,Data Scientist,VEGA Intellisoft Private Limited,Chennai,4 to 5 Yrs,Be an Early ApplicantRegular,2 days ago,Hot,Experienced
175,Hire for - Associate/Senior Associate - Data Engineer / ...,Morgan Stanley Advantage Services P...,"Japan,Mumbai City",2 to 5 Yrs,Regular,2 weeks ago,,Experienced
176,"Associate, Data Mgmt-Leave , Data Management Leave",Amazon,Other Karnataka,0 to 4 Yrs,Regular,2 weeks ago,,Fresher
177,Head Digital Works - Assistant Manager - Data Scientist,Head Digital Works Private Limited,Hyderabad,10 to 12 Yrs,Be an Early ApplicantRegular,1 week ago,,Fresher
178,Data Scientist,VEGA Intellisoft Private Limited,Chennai,2 to 3 Yrs,Regular,1 week ago,,Experienced
179, Apply now -CIB_Data Management Analyst_Team Leader,JPMorgan,Bangalore,2 to 5 Yrs,Regular,1 week ago,,Experienced
180,Sr Associate/Manager_Python/Data Engineering_Technology,Morgan Stanley Advantage Services P...,Bangalore,3 to 8 Yrs,Be an Early ApplicantRegular,1 week ago,,Experienced
181,CIB Operations SSOps India Data Management Associate,JPMorgan,Mumbai City,5 to 8 Yrs,Be an Early ApplicantRegular,1 week ago,,Experienced
182,"Software Engineer - Big Data Developer (Spark, ML, AWS)",JPMorgan,Hyderabad,3 Yrs,Be an Early ApplicantRegular,1 week ago,,Experienced
183, Apply now -CCOR M&T GDRM Data Management Analyst,JPMorgan,Hyderabad,0 to 2 Yrs,Regular,1 week ago,,Fresher
184,Director - Data & Analytics,Socialcops,"Bangalore,Chennai, Hyderabad, Kolkata",10 to 14 Yrs,Regular,1 week ago,,Fresher
185,CCOR M&T Data Analytics/Transformation Analyst,JPMorgan,Hyderabad,4 to 7 Yrs,Be an Early ApplicantRegular,1 week ago,,Experienced
186, Apply now -Client Data Analyst,JPMorgan,Hyderabad,1 to 4 Yrs,Be an Early ApplicantRegular,1 week ago,,Experienced
187,CTC Data Assurance - Automations and Metrics Delivery S ...,JPMorgan,Bangalore,2 to 5 Yrs,Be an Early ApplicantRegular,1 week ago,,Experienced
188, Apply now -CIB - Wholesale KYC Operations - Client D ...,JPMorgan,Hyderabad,1 to 3 Yrs,Be an Early ApplicantRegular,1 week ago,,Experienced
189, Vacancy for - HRIS Data Analyst,American Express,Gurugram,2 to 3 Yrs,Be an Early ApplicantRegular,3 days ago,Hot,Experienced
190, Vacancy for -Data Transport Infrastructure Operation ...,State Street Corporation,Hyderabad,1 to 4 Yrs,Be an Early ApplicantRegular,3 days ago,Hot,Experienced
191,"Assc Consultant Data Mgmt, FOS",Northern Trust,Pune,15 to 18 Yrs,Regular,3 days ago,Hot,Experienced
192,AI-ML Developer,Wipro Limited,Kochi,8 to 15 Yrs,Be an Early ApplicantRegular,2 days ago,Hot,Experienced
193,Associate - Data Analyst,PFIZER LIMITED,Chennai,4 to 7 Yrs,Be an Early ApplicantRegular,3 days ago,Hot,Experienced
194,E- Book Typing Available Here,V-Tech Data Outsourcing,"Bangalore,Chennai, Hyderabad, Udaipur, Kolhapur, Nagpur, Delhi, Bhopal, Coimbatore, Ajmer",0 to 2 Yrs,Remote99 ,3 weeks ago,,Fresher
195,DG-Manager-Data Scientist,Genpact India Pvt. Ltd.,Gurugram,7 to 12 Yrs,Be an Early ApplicantRegular,2 weeks ago,Premium,Experienced
196,Data Science,Infosys Limited,Bangalore,4 to 9 Yrs,Regular,2 weeks ago,Premium,Experienced
197,Requirement for-Digital Solution Consultant Senior Anal ...,NTT Global Delivery Services Limite...,Bangalore,1 to 2 Yrs,Regular,7 days ago,,Experienced
198,Apply candidates for-Data Analyst,Eaton Technologies Pvt Ltd,Pune,3 to 5 Yrs,Be an Early ApplicantRegular,1 week ago,,Experienced
199,BACK OFFICE COORDINATOR,Join Wing Consulting,"Guntur,Bangalore, Kurnool, Chennai, Rajahmundry, Nellore, Hyderabad, Guntakal, Kakinada, Anantpur",0 to 4 Yrs,Remote99 ,1 week ago,,Fresher
200,Marketing Data Analyst - (Remote),"Mattermost, Inc.","Bangalore,Chennai, Hyderabad, Kolkata",4 to 8 Yrs,Regular,1 week ago,,Experienced
201,Apply candidates for-Strategy Manager for Bosch Data An ...,Bosch Group,Bangalore,5 to 8 Yrs,Be an Early ApplicantRegular,1 week ago,,Experienced
202,Computer Operater,Join Wing Consulting,"Raichur,Bangalore, Chennai, Shimoga, Hyderabad, Udupi, Mangalore, Hubli, Mysore, Other Karnataka",0 to 4 Yrs,Be an Early ApplicantRemote99 ,0 days ago,Hot,Fresher
203,hiring for Data Analyst,Wipro Limited,Chennai,4 to 6 Yrs,Regular,2 weeks ago,,Experienced
204, need for -Infrastructure Architect,Wipro Limited,Coimbatore,2 to 8 Yrs,Be an Early ApplicantRegular,3 days ago,Hot,Experienced
205, need for -Technical Lead,Wipro Limited,Bangalore,4 to 7 Yrs,Be an Early ApplicantRegular,3 days ago,Hot,Experienced
206,Data Integration Admin,Ara Resources Private Limited,"Bangalore,Chennai, Pune, Nagpur",7 to 12 Yrs,Regular,2 days ago,Hot,Experienced
207,R&D Engineer,Nokia Solutions and Networks India ...,Bangalore,5 to 10 Yrs,Be an Early ApplicantRegular,3 days ago,Hot,Fresher
208,Data Scientist,Red Road Health Solutions Pvt. Ltd.,Bangalore,5 to 7 Yrs,Regular,7 days ago,,Experienced
209,Apply for-Senior Data Scientist - Machine Learning,Sportism,Chennai,5 to 8 Yrs,Be an Early ApplicantRegular,3 days ago,Hot,Experienced
210,Data Engineer,Siemens Limited,Chennai,3 to 5 Yrs,Regular,2 weeks ago,,Experienced
211,Senior Director/Head-Data Science & Analytics,Vertex Corporate Services India Pvt...,"Bangalore,Chennai, Pune",20 to >25 Yrs,Regular,2 months ago,,Fresher
212,Data Analyst and Power App/share point Developer,Arminus,Bangalore,5 to 13 Yrs,Be an Early ApplicantRegular,1 week ago,,Experienced
213,Data Science Analyst (Intern),"Cisco Systems, Inc.",Bangalore,0 to 2 Yrs,Regular,2 weeks ago,,Fresher
214,Data Entry Operator,Spark Recruit Services,"Guntur,Bangalore, Chennai, Hyderabad, Kanyakumari, Gulbarga, Udupi, Surat, Mangalore, Other West Bengal",0 to 1 Yr,Remote40 ,5 days ago,,Fresher
215,"Data Entry operator work, apply now",Spark Recruit Services,"Bangalore,Chennai, Hyderabad, Bidar, Kanyakumari, Kolkata, Hosur, Vadodara, Other Karnataka, Coimbatore",0 to 1 Yr,Remote39 ,5 days ago,,Fresher
216,"Data Engineer, PeopleInsight",Amazon,Bangalore,4 to 9 Yrs,Regular,2 weeks ago,,Experienced
217,Product Based Company_Work from Office,Quess IT Staffing,Bangalore,3 to 8 Yrs,Regular,2 days ago,Premium,Experienced
218,"Associate, Data Mgmt-Leave",Amazon,Other Telangana,4 to 7 Yrs,Regular,2 weeks ago,,Experienced
219,Data Analyst,Prime Immigration LLP,"Australia,United Arab Emirates, United Kingdom, Canada, Malaysia, Singapore, Germany, Hong Kong",5 to 10 Yrs,Regular,7 days ago,,Fresher
220,Data Analyst,VEGA Intellisoft Private Limited,Chennai,8 Yrs,Regular,7 days ago,,Experienced
221,Recruitment for-Business Analyst - MDM,Genpact India Pvt. Ltd.,Bangalore,3 to 4 Yrs,Regular,1 week ago,Premium,Experienced
222,HOME BASED COMPUTER OPERATOR data entry ENGLISH TYPING ,Join Wing Consulting,"Srikakulam,Vizianagaram, Rajahmundry, Kurnool, Nellore, Tirupati, Vijayawada, Guntakal, Vishakhapatnam, Anantpur",1 to 6 Yrs,Remote99 ,1 week ago,,Experienced
223,Associate Data Scientist I - SubithaAdarsh (Ajantha),VEGA Intellisoft Private Limited,Chennai,8 to 12 Yrs,Be an Early ApplicantRegular,7 days ago,,Experienced
224,Associate- Analytics,Genpact India Pvt. Ltd.,Bangalore,2 to 11 Yrs,Regular,1 week ago,Premium,Experienced
225,Scienaptic - Lead Data Scientist,Scienaptic Systems (India),Bangalore,7 to 10 Yrs,Be an Early ApplicantRegular,1 week ago,,Fresher
226,Manager - Data Science - Biomass Technology Firm,Grok,Delhi,5 to 10 Yrs,Be an Early ApplicantRegular,1 week ago,,Fresher
227,Data Architect,JIVATECHNOLOGIES,Bangalore,6 to 11 Yrs,Be an Early ApplicantRegular2 ,1 week ago,,Experienced
228,CCB Risk - Strategy and Execution - Associate,JPMorgan,Mumbai City,9 to 14 Yrs,Be an Early ApplicantRegular,7 days ago,,Experienced
229,Assistant Manager - MDM,Genpact India Pvt. Ltd.,Gurugram,5 to 10 Yrs,Be an Early ApplicantRegular,1 week ago,Premium,Fresher
230,Data Engineer,Zendrive Inc,Bangalore,2 to 8 Yrs,Be an Early ApplicantRegular,1 week ago,,Experienced
231,SAP Data Migration Specialist Syniti,VEGA Intellisoft Private Limited,Chennai,6 to 8 Yrs,Be an Early ApplicantRegular,1 week ago,,Experienced
232,Data Analytics,Orcapod Consulting Services Pvt. Lt...,"Bangalore,Delhi",3 to 8 Yrs,Be an Early ApplicantRegular,4 days ago,,Experienced
233,Azure Data Factory,Diverse Lynx,"Bangalore,Hyderabad",3 to 5 Yrs,Be an Early ApplicantRegular,4 days ago,,Experienced
234,Computer Operater,Join Wing Consulting,"Tambaram,Bangalore, Chennai, Hyderabad, Nizamabad, Kodaikanal, Warangal, Theni, Namakkal, Kumbakonam",1 to 6 Yrs,Remote99 ,2 days ago,Hot,Experienced
235,URGENT OPENING DATA ENTRY OPERATOR,Global Placement .Consultancy,Gurugram,1 to 2 Yrs,Regular15 ,5 days ago,,Experienced
236,CIB_Advanced Analytics - Senior Associate,JPMorgan,Mumbai City,3 to 8 Yrs,Be an Early ApplicantRegular,1 week ago,,Experienced
237,"Business Intelligence Engineer I, Ring Data Management",Amazon,Bangalore,2 to 5 Yrs,Regular,2 weeks ago,,Experienced
238,Home based work for Data entry work,Spark Recruit Services,"Bangalore,Madurai, Kochi, Indore, Chennai, Bidar, Vijayawada, Hyderabad, Pune, Tuticorin",0 to 1 Yr,Remote77 ,6 days ago,,Fresher
239,Senior Data Analyst,Dynata,Hyderabad,3 to 5 Yrs,Be an Early ApplicantRegular,5 days ago,,Experienced
240,Institutional Reference Data Associate,Morgan Stanley Advantage Services P...,Mumbai City,7 to 13 Yrs,Be an Early ApplicantRegular,2 weeks ago,,Experienced
241,Data Engineer-,Diverse Lynx,"Bangalore,Chennai, Hyderabad, Kolkata",3 to 6 Yrs,Be an Early ApplicantRegular,5 days ago,,Experienced
242,Associate-MDM,Genpact India Pvt. Ltd.,Bangalore,3 to 5 Yrs,Be an Early ApplicantRegular,1 week ago,Premium,Experienced
243,"Analyst , Master Data Management and BI",Infinera India Pvt Ltd,Bangalore,3 to 6 Yrs,Regular,5 days ago,,Experienced
244, role -Associate Finance CCB,JPMorgan,Chennai,4 Yrs,Be an Early ApplicantRegular,7 days ago,,Experienced
245,apply now for Data Engineer - Data & Analytics,"Cisco Systems, Inc.",Hyderabad,7 to 10 Yrs,Be an Early ApplicantRegular,3 weeks ago,,Fresher
246,We are Hiring - System Integration Advisor,NTT Global Delivery Services Limite...,Bangalore,2 to 5 Yrs,Be an Early ApplicantRegular,7 days ago,,Experienced
247,Requirement for-Change Mobilization Analytics Tooling L ...,JPMorgan,Bangalore,3 to 4 Yrs,Be an Early ApplicantRegular,7 days ago,,Experienced
248,Senior Engineer II,NTT Global Delivery Services Limite...,Bangalore,2 to 5 Yrs,Be an Early ApplicantRegular,7 days ago,,Experienced
249,Data Operator,V-Tech Data Outsourcing,"Denmark,Christmas Island, Australia, Cambodia, Colombia, Bahamas, Cape Verde, Bahrain, Panaji, Bangalore, Navi Mumbai, Amritsar, Thane, Pune, Chandigarh, Delhi, Bhopal, Dombivali, Egypt",0 to 2 Yrs,Remote99 ,2 months ago,,Fresher
250,CIB Operations Network Management Operational Lead,JPMorgan,Mumbai City,3 to 7 Yrs,Regular,7 days ago,,Experienced
251,Customer Segmentation Analytics Associate,JPMorgan,Mumbai City,2 to 7 Yrs,Be an Early ApplicantRegular,7 days ago,,Experienced
252,HOME BASED Data Entry Operator,Join Wing Consulting,"Bangalore,Mohali, Samastipur, Dadra Nagar Haveli, Jamshedpur, Chandigarh, Ranchi, Banaskantha, Silvassa, Patna",1 to 6 Yrs,Remote99 ,1 week ago,,Experienced
253,HOME BASED DATA ENTRY OPERATOR ,Join Wing Consulting,"Gandhinagar,Bangalore, Jamnagar, Chennai, Kottayam, Kasargod, Hyderabad, Pathanamthitta, Kollam, Ahmedabad",1 to 6 Yrs,Remote99 ,1 week ago,,Experienced
254,Data Scientist Associate CIB Payments Data & Analytics...,JPMorgan,Mumbai City,3 to 6 Yrs,Regular,3 weeks ago,,Experienced
255,Data Analyst,Orcapod Consulting Services Pvt. Lt...,Gurugram,1 to 5 Yrs,Regular,4 days ago,,Experienced
256,Hot Vacancy For Data Governance,Orcapod Consulting Services Pvt. Lt...,Bangalore,5 to 10 Yrs,Regular,4 days ago,,Fresher
257,Data Scientist,Orcapod Consulting Services Pvt. Lt...,"Bangalore,Pune",3 to 8 Yrs,Regular,4 days ago,,Experienced
258,AM - Analytics,Genpact India Pvt. Ltd.,Bangalore,3 to 5 Yrs,Be an Early ApplicantRegular,1 week ago,Premium,Experienced
259,Data Engineer,Orcapod Consulting Services Pvt. Lt...,"Hyderabad,Pune",3 to 8 Yrs,Regular,4 days ago,,Experienced
260,GCP Data Engineer- Chennai,Diverse Lynx,Chennai,3 to 6 Yrs,Be an Early ApplicantRegular,5 days ago,,Experienced
261,Recruitment for the post of Software Engineering,JPMorgan,Hyderabad,4 to 11 Yrs,Be an Early ApplicantRegular,7 days ago,,Experienced
262,Recruiting for-Lead Consultant,Birlasoft (India) Limited,Pune,8 to 11 Yrs,Be an Early ApplicantRegular,0 days ago,Hot,Experienced
263,Half Time Work At Home (Data EntryE- Book Typing) Ava ...,TRANSTECH TYPE DATA MANAGEMENT Hiri...,Vellore,0 to 1 Yr,Remote44 ,2 months ago,,Fresher
264,Data Analyst - Chennai,Diverse Lynx,Chennai,4 to 6 Yrs,Be an Early ApplicantRegular,5 days ago,,Experienced
265,Data Entry Officer,Join Wing Consulting,"Tambaram,Chennai, Pathanamthitta, Sivakasi, Kanchipuram, Kodaikanal, Thrissur, Theni, Namakkal, Kumbakonam",1 to 6 Yrs,Remote99 ,7 days ago,,Experienced
266,Data Entry Officer,Join Wing Consulting,"Bangalore,Ramanathapuram, Chennai, Pudukottai, Kanyakumari, Hyderabad, Sivagangai, Krishnagiri, Dharmapuri, Coimbatore",1 to 6 Yrs,Remote99 ,7 days ago,,Experienced
267,Applications invited for Data Analyst Qlik-View,TeamPlus Staffing Solution Pvt.ltd.,Hyderabad,3 to 5 Yrs,Regular,6 days ago,,Experienced
268,Looking for-OE Manager - Global Programs,Amazon,Aurangabad,2 to 5 Yrs,Be an Early ApplicantRegular,1 week ago,,Experienced
269,Data Entry Officer,Join Wing Consulting,"Bangalore,Guntur, Kurnool, Chennai, Rajahmundry, Tirupati, Nellore, Hyderabad, Guntakal, Kakinada",1 to 6 Yrs,Remote99 ,7 days ago,,Experienced
270,"Imm. required- Sr.Associate,Data Mgmt-Leave, Data Mgmt- ...",Amazon,Other Karnataka,2 Yrs,Regular,3 weeks ago,,Experienced
271,Azure Data Engineer,Diverse Lynx,Bangalore,2 to 5 Yrs,Regular,6 days ago,,Experienced
272,hiring for the Principal Consultant - AWS,Genpact India Pvt. Ltd.,Gurugram,11 to 13 Yrs,Be an Early ApplicantRegular,1 week ago,Premium,Experienced
273,Data Entry Senior Representative,Elin HR Services,Lucknow,0 to 1 Yr,Regular,1 week ago,,Fresher
274,Data Entry Senior Representative,Elin HR Services,Dhemaji,0 to 1 Yr,Be an Early ApplicantRegular,1 week ago,,Fresher
275,Data Entry Senior Representative,Elin HR Services,Jorhat,0 to 1 Yr,Be an Early ApplicantRegular,1 week ago,,Fresher
276,Data Entry Specialist,Elin HR Services,Silchar,0 to 1 Yr,Be an Early ApplicantRegular,1 week ago,,Fresher
277,Cybersecurity - CTC Service Desk - Exception Processing ...,JPMorgan,Hyderabad,5 to 10 Yrs,Be an Early ApplicantRegular,7 days ago,,Fresher
278,Data Entry Specialist,Elin HR Services,Guwahati,0 to 1 Yr,Regular,1 week ago,,Fresher
279,Data Entry Specialist,Elin HR Services,Dhubri,0 to 1 Yr,Be an Early ApplicantRegular,1 week ago,,Fresher
280,CIB_Project Manager II - Associate II,JPMorgan,Mumbai City,5 to 7 Yrs,Be an Early ApplicantRegular,7 days ago,,Experienced
281,"Data Science Engineer, Standard Chartered nexus",Standard Chartered Bank Ltd,Mumbai City,5 to 7 Yrs,Be an Early ApplicantRegular,1 week ago,,Experienced
282,Corporate_GF&BM_Firmwide Economic Scenarios - Analytics ...,JPMorgan,Bangalore,1 to 4 Yrs,Be an Early ApplicantRegular,7 days ago,,Experienced
283,"Business Analyst, Team Lead - Wealth Management Operati ...",JPMorgan,Bangalore,3 to 7 Yrs,Be an Early ApplicantRegular,1 week ago,,Experienced
284,Data Entry Executive,Elin HR Services,Kolkata,0 to 1 Yr,Regular,1 week ago,,Fresher
285,Data Entry Executive,Elin HR Services,Bawal,0 to 1 Yr,Be an Early ApplicantRegular,1 week ago,,Fresher
286,Data Entry Officer,Elin HR Services,Durg,0 to 1 Yr,Be an Early ApplicantRegular,1 week ago,,Fresher
287,Data Entry Officer,Elin HR Services,Kanpur,0 to 1 Yr,Regular,1 week ago,,Fresher
288,Data Entry Officer,Elin HR Services,Lakhimpur,0 to 1 Yr,Be an Early ApplicantRegular,1 week ago,,Fresher
289,TeleperformanceDomestic VoiceBack officePan In ...,KD Enterprise ,"Bangladesh,Warangal, Guntur, Kurnool, Sri Lanka, Rajahmundry, Nellore, Kadapa, Tirupati, United Arab Emirates, Hyderabad, Vijayawada, Vishakhapatnam",0 to 4 Yrs,Be an Early ApplicantRegular10 ,0 days ago,Hot,Fresher
290, Apply now -Quantitative Research Market Risk QR Time ...,JPMorgan,Bangalore,2 to 4 Yrs,Be an Early ApplicantRegular,1 week ago,,Experienced
291,Data Entry Operator,Elin HR Services,Bhojpur,0 to 1 Yr,Be an Early ApplicantRegular,1 week ago,,Fresher
292,Data Entry Operator,Elin HR Services,Hyderabad,0 to 1 Yr,Regular,1 week ago,,Fresher
293,Data Entry Operator,Elin HR Services,Other Goa,0 to 1 Yr,Be an Early ApplicantRegular,1 week ago,,Fresher
294,Data Entry Clerk,Elin HR Services,Pune,0 to 1 Yr,Regular,1 week ago,,Fresher
295,Data Entry Clerk,Elin HR Services,Chennai,0 to 1 Yr,Regular,1 week ago,,Fresher
296,Data Entry Clerk,Elin HR Services,Mumbai City,0 to 1 Yr,Be an Early ApplicantRegular,1 week ago,,Fresher
297,Urgent Hiring I Rigging artist I Work from Home and wor ...,Max Data Entry Services LLP,"Gandhinagar,Howrah, Bangalore, Chennai, Hyderabad, Gurugram, Kolkata, Mumbai City, Delhi, Other West Bengal",0 to 4 Yrs,Regular5 ,7 days ago,,Fresher
298,Position for Software Engineering,JPMorgan,Mumbai City,2 to 10 Yrs,Be an Early ApplicantRegular,1 week ago,,Fresher
299,Senior Manager - Data Analytics,Genpact India Pvt. Ltd.,Bangalore,5 to 10 Yrs,Be an Early ApplicantRegular,3 weeks ago,Premium,Fresher
300,Data Entry Operator,O S CONSULTANCY ,"Thane,Bhiwandi",1 to 4 Yrs,Regular3 ,1 week ago,,Experienced
301,DG-Manager-Data Scientist,Genpact India Pvt. Ltd.,Gurugram,7 to 12 Yrs,Be an Early ApplicantRegular,2 weeks ago,Premium,Experienced
302,Sr Associate/Manager_Python/Data Engineering_Technology,Morgan Stanley Advantage Services P...,Bangalore,3 to 8 Yrs,Be an Early ApplicantRegular,1 week ago,,Experienced
303,Data Integration Admin,Ara Resources Private Limited,"Bangalore,Chennai, Pune, Nagpur",7 to 12 Yrs,Regular,2 days ago,Hot,Experienced
304,CIB Operations SSOps India Data Management Associate,JPMorgan,Mumbai City,5 to 8 Yrs,Be an Early ApplicantRegular,1 week ago,,Experienced
305,Data Entry Operator,ARYAN TECHNOLOGY,"Bangalore,Chennai, Noida, Hyderabad, Kolkata, Gurugram, Pune, Mumbai City, Delhi",0 to 3 Yrs,Remote10 ,3 days ago,Hot,Fresher
306,"Software Engineer - Big Data Developer (Spark, ML, AWS)",JPMorgan,Hyderabad,3 Yrs,Be an Early ApplicantRegular,1 week ago,,Experienced
307,E- Book Typing Available Here,V-Tech Data Outsourcing,"Bangalore,Chennai, Hyderabad, Udaipur, Kolhapur, Nagpur, Delhi, Bhopal, Coimbatore, Ajmer",0 to 2 Yrs,Remote99 ,3 weeks ago,,Fresher
308,Data Science,Infosys Limited,Bangalore,4 to 9 Yrs,Regular,2 weeks ago,Premium,Experienced
309,Accountant & Office Incharge in Dubai,Always International Manpower Servi...,"Surat,Vadodara, Ahmedabad, Gandhinagar, Rajkot, United Arab Emirates, Vapi, Amreli, Gir, Anand, Porbandar",0 to 4 Yrs,Regular33 ,4 weeks ago,,Fresher
310,CCOR M&T Data Analytics/Transformation Analyst,JPMorgan,Hyderabad,4 to 7 Yrs,Be an Early ApplicantRegular,1 week ago,,Experienced
311, Apply now -Client Data Analyst,JPMorgan,Hyderabad,1 to 4 Yrs,Be an Early ApplicantRegular,1 week ago,,Experienced
312,Sr Data Analyst / Power BI Developer,Orcapod Consulting Services Pvt. Lt...,Gandhinagar,2 to 4 Yrs,Regular,3 days ago,Hot,Experienced
313,CTC Data Assurance - Automations and Metrics Delivery S ...,JPMorgan,Bangalore,2 to 5 Yrs,Be an Early ApplicantRegular,1 week ago,,Experienced
314,Post for the Process Expert - Purchase to Pay,Siemens Limited,Bangalore,0 to 4 Yrs,Regular,6 days ago,,Fresher
